"Date,AZN,DGE,BAE,BARC,BP,HSBC,LLOYDS,RR,SHEL,ULVR"
"25/08/2023,68.25,3257,970.8,142.7,477.9,580.6,41.72,201.1,61.03,3961.5"
"28/08/2023,68.64,3271,981,143.04,471.15,584.8,41.87,201.8,61.42,3997.5"
"29/08/2023,69.14,3264.5,989.8,144.54,473.6,589.1,42.13,201.7,62.01,4019"
"30/08/2023,68.86,3267.5,991.4,143.98,475.6,587.8,41.79,203,62.24,4036.5"
"31/08/2023,67.82,3306.5,1002.5,149.96,485.7,595.7,42.9,212.9,62.09,4061"
"01/09/2023,68.14,3320.5,1002.5,149.04,489.2,590.7,42.83,216.8,62.85,4065.5"
"05/09/2023,67.64,3243.5,1007.5,147.36,487.5,583.1,42.36,222.3,62.85,4042"
"06/09/2023,67,3200,1007.5,149.06,500.8,588.3,42.12,219.1,63.39,4029"
"07/09/2023,68,3182,1007.5,150.8,501.7,585.8,41.97,219.9,63.03,4026"
"08/09/2023,68.22,3147.5,1010,149.64,511.5,587.5,41.76,219.2,63.2,3994.5"
"11/09/2023,66.6,3175.5,1014,149.22,515.9,585.3,41.49,214.7,63.52,3981.5"
"12/09/2023,67.34,3175,1029,147.98,514.8,584.7,41.03,223.8,64.07,4019.5"
"13/09/2023,66.45,3200,1027.5,148.24,517.3,584.4,41.34,220.4,63.93,4042.5"
"14/09/2023,67.78,3175.5,1038.5,149.9,517.3,590,41.58,223.6,65.34,4048.5"
"15/09/2023,68.27,3162,1044,153.58,522.8,597.3,42.48,224.4,64.65,4036"
"18/09/2023,66.63,3148,1045,157.24,508.2,611,42.6,225.3,65.23,4033"
"19/09/2023,66.67,3168.5,1052,160.08,524.1,626.9,43.23,225.8,65.17,4063.5"
"20/09/2023,67.96,3162,1051,161.46,523.2,629.3,43.2,227.4,64.93,4103.5"
"21/09/2023,67.02,3150,1055,158.8,519.2,623,42.15,224.4,64.46,4103"
"22/09/2023,67.83,3162,1059,159.22,524.8,630.7,42.9,226,64.52,4078.5"
"25/09/2023,68.94,3199.5,1045,159.58,523.4,633.4,44.56,223.7,64.71,4115.5"
"26/09/2023,68.22,3139.5,1029.5,156.7,520.4,636.1,44.42,220.4,63.91,4135"
"27/09/2023,67.94,3153.5,1011,155.32,525.7,643.1,45.34,220.6,64.92,4116"
"28/09/2023,67.42,3102.5,1010,153.64,527.3,638.6,44.75,219.8,65.82,4081"
"29/09/2023,67.72,3068.5,1015,159.68,530.9,639.2,44.92,219.7,64.38,4064"
"02/10/2023,66.73,3022,1014,158.12,538.5,639.9,44.57,218.8,63.36,4032"
"03/10/2023,66.26,3038,1018.5,159.08,541.1,644.9,44.26,221.5,63.37,4034.5"
"04/10/2023,66.62,3034,997.8,158.94,531.4,644.9,44.37,220.9,62.04,4062"
"05/10/2023,66.88,3008,1009,155.82,519.1,639.8,43.27,216.6,62.66,4024.5"
"06/10/2023,67.42,3015.5,1015,154.28,515.8,645.2,42.81,212.1,64.53,4053.5"
"09/10/2023,67.04,3033.5,978,153.88,499.45,640.5,42.46,210.8,66.12,4012.5"
"10/10/2023,68.01,3055.5,983.2,152.52,499.05,644.5,42.17,210.5,66.48,4030.5"
"11/10/2023,68.01,3044,980.6,154.76,505.6,654.7,42.63,208.8,66.35,3925.5"
"12/10/2023,68.11,3050.5,1025,152.02,520.3,645,42.11,205.2,66.54,3909.5"
"13/10/2023,67.33,3094.5,1041,156.78,525.1,657.8,43.37,212.3,67.38,3953.5"
"16/10/2023,67.82,3097,1054,157.18,520.3,659,43.28,213.1,68.11,3930.5"
"17/10/2023,69.28,3090,1068.5,152.28,536.1,657.9,43.42,211.8,68.48,3924"
"18/10/2023,65.24,3047,1079.5,153.08,547.7,652.6,43.23,213.2,68.49,null"
"19/10/2023,64.42,3084,1077,153.26,549,651.3,43.51,213.5,68.1,3938"
"20/10/2023,63.83,3103.5,1075,154.8,555,653,43.8,215.6,67.05,3975.5"
"23/10/2023,63.05,3104.5,1072.5,151.64,558,650.3,42.85,207.8,67.07,3987.5"
"24/10/2023,64.57,3114,1040.5,147.8,552.9,641.2,41.88,205.6,66.67,3988.5"
"25/10/2023,64.21,3092.5,1061.5,144.86,545.4,615.9,41.58,198.95,66.86,3990"
"26/10/2023,63.41,3085,1068,144.04,532.2,612.5,41.42,203.5,66.22,3988"
"27/10/2023,61.89,3119,1077.5,134.64,534.4,612.8,40.58,204.4,66.36,3985"
"30/10/2023,62.94,3143.5,1095.5,133.22,534.7,615.1,41.46,203,66.09,4013.5"
"31/10/2023,63.23,3109.5,1096.5,132.24,533.8,609.1,41.17,200.5,65.14,3900"
"01/11/2023,63.78,3025,1084,129.2,530.5,601,39.76,200.4,65.39,3821"
"02/11/2023,64.18,3087,1103,130.66,526.7,587.3,40.04,202,68.55,3862.5"
"03/11/2023,63.96,3107,1104,131.6,502.6,592.3,39.94,215.4,66.14,3889"
"06/11/2023,64.05,3137,1117.5,129.34,494.4,590.1,40.15,220.3,66.83,3886.5"
"07/11/2023,63.61,3184.5,1105.5,133.24,498.6,601.3,41.78,223.6,65.49,3901.5"
"08/11/2023,63.53,3193,1082,136.34,489.85,602.2,42.44,220.9,64.42,3854.5"
"09/11/2023,64.09,3177.5,1076.5,136.3,491.5,609.3,42.13,224.1,64.81,3854.5"
"10/11/2023,63.17,3188,1079.5,136.22,481.05,608.3,42.05,226,65.6,3890"
"13/11/2023,63.7,3220.5,1083,136.02,477.15,607.3,41.99,232.4,66.04,3904"
"14/11/2023,64.23,3245,1090,136.98,475.35,603.1,42.28,232.8,66.37,3984.5"
"15/11/2023,63.13,2850,1103.5,135.58,477.85,599.2,41.75,232,65.95,3949"
"16/11/2023,63.8,2888.5,1108,136.74,484.7,607.9,42.02,240.2,64.6,3948"
"17/11/2023,64.13,2898.5,1073,138.46,480.95,604.9,42.26,239,65.87,3913.5"
"20/11/2023,63.79,2845.5,1068,139.88,482.1,617,43.1,243.6,66.68,3892.5"
"21/11/2023,64.28,2792.5,1062,139.04,468.4,608.8,42.78,244.5,66.52,3835.5"
"22/11/2023,63.61,2809.5,1055.5,142.8,477.7,615.4,43.38,244,65.42,3816"
"24/11/2023,64.5,2803.5,1061,142.54,480.45,616.2,43.05,245.5,65.99,3776"
"27/11/2023,63.66,2798.5,1065.5,141.72,476.55,613.3,42.55,243,65.81,3804.5"
"28/11/2023,63.3,2835,1061,139.98,466.15,606.7,42.3,237.5,66,3822"
"29/11/2023,64.12,2825,1072,140.24,473.5,611.7,42.35,240.7,65.85,3787"
"30/11/2023,64.59,2824,1068,141.64,476.5,609.5,42.47,241,65.8,3800"
"01/12/2023,64.79,2808.5,1049.5,140.2,475.05,607.4,42.05,243.2,65.43,3801.5"
"04/12/2023,65.02,2774.5,1050.5,140.12,475,607.2,42.45,258.3,64.89,3786"
"05/12/2023,64.01,2740,1035,140.3,471.95,594.8,43.45,263.4,64.16,3753.5"
"06/12/2023,63.59,2763.5,1050,141.04,479.1,602.1,43.47,268.8,63.05,3769.5"
"07/12/2023,63.51,2816,1059.5,142.36,478.4,604.1,44.49,276.7,63.27,3780.5"
"08/12/2023,63.25,2804,1047,142.98,471.95,604.1,45.13,285.4,64.14,3817"
"11/12/2023,63.5,2812.5,1044.5,139.46,471.9,603.4,45.01,284.7,63.88,3802"
"12/12/2023,63.98,2774.5,1031,140.24,465.95,614.7,45.81,288.6,63.7,3803"
"13/12/2023,65.9,2762,1019,140.14,460.25,612.4,45.72,286.2,64.22,3808"
"14/12/2023,66.35,2829,1042.5,143.28,468.25,619.2,46.33,289.3,65.49,3786.5"
"15/12/2023,64.8,2809.5,1042.5,142.5,467.25,616.4,46.12,296.9,64.08,3779.5"
"18/12/2023,65.95,2810,1056.5,141.68,460.95,618.8,45.9,304.7,64.71,3786.5"
"19/12/2023,65.9,2810,1066,141.08,459.85,617.2,46.19,301.8,65.5,3798.5"
"20/12/2023,65.78,2869,1046,150,465.9,616.3,47.54,300,65.06,3763"
"21/12/2023,66.3,2833.5,1058,146.64,457.85,609,47.01,290.1,65.65,3755.5"
"22/12/2023,66.29,2847.5,1068.5,146.5,465.2,612.8,47,292.4,65.81,3764.5"
"26/12/2023,66.5,2838.5,1065,147.66,463.65,613.1,46.72,295,66.11,3762.5"
"27/12/2023,67.35,2857,1087,151.64,467,619.4,47.47,298.9,66.13,3789"
"28/12/2023,67.3,2849,1093.5,151.42,466.25,622.5,47.19,299.8,65.45,3779"
"29/12/2023,67.35,2841.5,1090,151.78,467.2,627.8,48.04,302.4,65.45,3787"
